subclone,parent,mutation,beta,fitness,cells,mutations,dob,dod,maxpop,deaths,mutation_selection,resistant,tumorid,finalsnapshot,year
907,0,0.0052468320274736205,0.9900088204838565,1.0099911795161436,4,2,3290,0,4,1,3.574820439666837E-10,1,AA9_301015,Y,26.0
908,0,0.024878445316380515,0.9704708376534439,1.0295291623465561,2,2,3290,0,4,3,7.130938062260839E-10,1,AA9_301015,Y,26.0
909,0,0.004916478701243636,0.990337598232321,1.009662401767679,2,2,3292,0,2,0,6.672975616517363E-9,1,AA9_301015,Y,26.0
910,0,7.034964666604832E-5,0.9951606142967115,1.0048393857032885,2,2,3292,0,2,0,3.6068037445602386E-11,1,AA9_301015,Y,26.0
913,0,0.013620203823788781,0.9816753844090175,1.0183246155909824,1,2,3293,0,1,0,6.709098721024986E-9,1,AA9_301015,Y,26.0
914,0,8.4314369910238E-4,0.9943915059862662,1.0056084940137338,1,2,3293,0,1,0,9.150722179995796E-9,1,AA9_301015,Y,26.0
915,0,0.024179015016477456,0.9711669321103522,1.0288330678896478,1,2,3293,0,1,0,2.190176928706933E-9,1,AA9_301015,Y,26.0
916,0,0.026362871578005043,0.9689934911722444,1.0310065088277556,1,2,3293,0,1,0,5.037421257902963E-9,1,AA9_301015,Y,26.0
917,0,0.0067324259597151,0.9885303119010953,1.0114696880989047,1,2,3293,0,1,0,6.491629456206738E-9,1,AA9_301015,Y,26.0
918,0,0.016451149652331763,0.9788579404130543,1.0211420595869458,1,2,3293,0,1,0,8.07897870824803E-9,1,AA9_301015,Y,26.0
0,-1,0.02598690367876189,0.9740130963212381,1.0259869036787619,1013662417,1,1,0,1013662450,1819553945,1.0,0,AA9_301037,Y,5.0
40,0,0.0016259420138841508,0.972429407505856,1.0275705924941438,158,2,616,0,180,1444,8.7651832458846E-9,1,AA9_301037,Y,5.0
53,0,0.021294319723549306,0.9532721500332494,1.0467278499667505,24,2,630,0,28,319,1.2969750828872861E-9,1,AA9_301037,Y,5.0
63,0,0.04557839428334535,0.9296191433799668,1.0703808566200332,820,2,635,0,826,4610,8.311518695514053E-9,1,AA9_301037,Y,5.0
71,0,0.008030999314708966,0.9661907978121647,1.0338092021878353,94,2,639,0,119,794,5.772284761285107E-9,1,AA9_301037,Y,5.0
72,0,0.0055948082569491474,0.9685636798075634,1.0314363201924366,58,2,640,0,72,558,1.5949045417684715E-9,1,AA9_301037,Y,5.0
79,0,0.012776390624537904,0.9615687245292223,1.0384312754707778,40,2,643,0,53,436,5.0733203194042176E-9,1,AA9_301037,Y,5.0
82,0,0.0080232316314667,0.9661983636373708,1.0338016363626292,38,2,644,0,57,321,1.941400151750372E-9,1,AA9_301037,Y,5.0
83,0,0.012390361832396547,0.9619447216283251,1.038055278371675,56,2,646,0,62,496,6.257784845864478E-9,1,AA9_301037,Y,5.0
87,0,0.011729818665781822,0.9625880993232933,1.0374119006767066,22,2,649,0,28,197,7.627480758110039E-9,1,AA9_301037,Y,5.0
109,0,0.020248214545367987,0.9542910701769275,1.0457089298230726,12,2,654,0,26,162,9.14711828503556E-9,1,AA9_301037,Y,5.0
111,0,0.0035671280145485886,0.9705386669188134,1.0294613330811866,6,2,656,0,17,85,4.863960789691646E-9,1,AA9_301037,Y,5.0
112,0,8.333856286831054E-4,0.9732013678046149,1.0267986321953853,2,2,656,0,27,139,5.936376612503125E-9,1,AA9_301037,Y,5.0
114,0,0.005697251056971018,0.9684638991787183,1.0315361008212816,18,2,657,0,20,88,2.951570765574729E-9,1,AA9_301037,Y,5.0
118,0,0.0023372849502620373,0.9717365501698483,1.0282634498301517,34,2,657,0,34,133,8.503750814625732E-9,1,AA9_301037,Y,5.0
123,0,0.009729784649470215,0.9645361586482688,1.0354638413517312,26,2,659,0,28,108,9.611852869184645E-9,1,AA9_301037,Y,5.0
124,0,0.002383554889148111,0.9716914826434073,1.0283085173565927,8,2,659,0,15,72,4.995037716781781E-10,1,AA9_301037,Y,5.0
126,0,5.5122577556864E-4,0.9734761951968044,1.0265238048031957,34,2,660,0,34,110,2.623569805848547E-9,1,AA9_301037,Y,5.0
140,0,0.011409520356815887,0.9629000740709557,1.0370999259290443,10,2,664,0,14,36,3.1153642998660303E-9,1,AA9_301037,Y,5.0
152,0,0.010471707639563368,0.9638135159394562,1.036186484060544,10,2,667,0,13,36,9.860606886569201E-9,1,AA9_301037,Y,5.0
167,0,0.00986653900538859,0.9644029581146253,1.0355970418853748,6,2,673,0,8,16,7.571085980373482E-9,1,AA9_301037,Y,5.0
171,0,0.0022095581829748136,0.9718609577139369,1.028139042286063,6,2,674,0,7,11,3.290434591463054E-10,1,AA9_301037,Y,5.0
179,0,0.022933764416362207,0.9516753094317554,1.0483246905682446,4,2,676,0,8,9,6.243019656793081E-9,1,AA9_301037,Y,5.0
180,0,0.0021483101350620766,0.971920614114728,1.0280793858852721,4,2,676,0,7,10,3.4426002049059434E-9,1,AA9_301037,Y,5.0
